20,0.19891,0.083409,-0.11894
40,0.19736,0.10979,-0.0223
60,0.22836,0.12551,-0.029893
80,0.20917,0.14016,-0.014322
100,0.21826,0.1362,-0.01106
120,0.22087,0.15603,0.055047
140,0.22983,0.16814,0.062456
160,0.23501,0.16995,0.078144
180,0.23437,0.17556,0.076166
200,0.22898,0.17991,0.10491
220,0.23362,0.17313,0.088448
240,0.23091,0.18128,0.091596
260,0.25177,0.18523,0.1145
280,0.24727,0.19032,0.11913
300,0.24442,0.18917,0.12325
320,0.23737,0.19014,0.14027
400,0.25308,0.19716,0.14173
480,0.25124,0.20605,0.15239
560,0.24017,0.20829,0.16857
640,0.26039,0.21013,0.16966
720,0.24963,0.2046,0.16476
800,0.25923,0.21322,0.16326
880,0.2558,0.21949,0.17496
960,0.25095,0.2148,0.15541
1040,0.24821,0.21022,0.16584
1120,0.24741,0.21267,0.17184
1200,0.25618,0.21697,0.17631
1280,0.25388,0.21127,0.18474
1360,0.25067,0.21665,0.17178
1440,0.25317,0.21525,0.18262
